precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,b,b1,b2,b3,c,d,e,f,"GEORGE-NICOLAE SIMION-voturi","GEORGE-CRIN-LAURENȚIU ANTONESCU-voturi","ELENA-VALERICA LASCONI-voturi","CRISTIAN-VASILE TERHEȘ-voturi","MARCELA-LAVINIA ȘANDRU-voturi","VICTOR-VIOREL PONTA-voturi","SEBASTIAN-CONSTANTIN POPESCU-voturi","SILVIU PREDOIU-voturi","JOHN-ION BANU-MUSCEL-voturi","PETRU-DANIEL FUNERIU-voturi","NICUȘOR-DANIEL DAN-voturi"
2,ARAD,"ŞCOALA GIMNAZIALĂ FRUMUŞENI",267,FRUMUŞENI,12920,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:31:25",1489,617,558,59,0,602,15,1630,1013,338,107,23,2,4,64,1,1,1,4,57
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL ALUNIŞ",268,FRUMUŞENI,12920,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:25:03",881,462,419,43,0,456,6,960,498,282,55,9,3,3,56,0,0,2,1,45
2,ARAD,"LICEUL TEHNOLOGIC VASILE JUNCU MINIȘ-CORP B",269,GHIOROC,10872,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:43:07",1557,684,606,78,0,671,13,1710,1026,294,175,15,5,5,69,1,0,2,7,98
2,ARAD,"CĂMINUL CULTURAL CUVIN",270,GHIOROC,10872,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 23:14:46",1366,581,519,60,2,573,8,1500,919,308,80,6,7,7,67,0,0,3,8,87
2,ARAD,"CĂMINUL CULTURAL MINIŞ",271,GHIOROC,10872,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:52:18",570,292,217,74,1,291,1,620,328,115,57,10,4,1,24,1,1,0,5,73
2,ARAD,"PRIMĂRIA COMUNEI GRĂNICERI",272,GRĂNICERI,10916,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:22:20",1062,323,296,27,0,320,3,1160,837,197,64,5,0,5,31,0,0,0,2,16
2,ARAD,"ŞCOALA GIMNAZIALĂ ŞICLĂU",273,GRĂNICERI,10916,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:22:59",953,311,272,39,0,310,1,1040,729,230,33,5,0,0,24,0,1,0,2,15
2,ARAD,"LICEUL ”IOAN BUTEANU” GURAHONȚ",274,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:07:55",712,317,271,43,3,315,2,780,463,145,73,6,1,12,57,0,0,0,4,17
2,ARAD,"LICEUL ”IOAN BUTEANU” GURAHONŢ",275,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:00:11",675,306,282,24,0,301,5,740,434,156,61,2,0,5,42,0,1,0,1,33
2,ARAD,"CĂMIN CULTURAL",276,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:58:54",514,247,204,40,3,245,2,570,323,141,39,5,3,3,33,0,0,2,3,16
2,ARAD,"CĂMIN CULTURAL",277,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:45:24",57,49,32,17,0,48,1,65,16,28,8,1,1,1,5,0,1,0,0,3
2,ARAD,"CĂMINUL CULTURAL FENIŞ",278,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:34:10",80,46,36,10,0,46,0,90,44,17,15,2,0,0,6,0,0,0,2,4
2,ARAD,"CĂMINUL CULTURAL HONŢIŞOR",279,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:01:36",260,160,143,17,0,158,2,285,125,96,27,3,1,0,27,1,0,1,0,2
2,ARAD,"CĂMINUL CULTURAL IOSAŞ",280,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:40:25",176,93,85,7,1,93,0,195,102,52,15,1,1,0,18,0,0,0,0,6
2,ARAD,"CĂMINUL CULTURAL PESCARI",281,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:55:52",230,117,97,20,0,116,1,255,138,60,19,5,0,0,23,0,0,0,1,8
2,ARAD,"CĂMINUL CULTURAL ZIMBRU",282,GURAHONŢ,10943,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:03:22",290,129,118,11,0,128,1,320,191,79,23,3,0,2,17,1,0,0,0,3
2,ARAD,"PRIMĂRIA COMUNEI HĂLMAGIU",283,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:16:15",882,517,413,86,18,512,5,970,453,244,138,14,0,2,83,4,0,0,1,26
2,ARAD,"CĂMINUL CULTURAL BĂNEȘTI",284,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:58:13",208,135,123,12,0,134,1,230,95,76,22,2,1,0,26,1,1,0,1,4
2,ARAD,"ŞCOALA GENERALĂ",285,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:03:53",247,150,127,23,0,147,3,270,120,40,50,2,0,2,42,2,0,0,0,9
2,ARAD,"CĂMINUL CULTURAL LEASA",286,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:40:54",144,133,94,27,12,132,1,160,27,30,71,4,0,2,21,0,0,0,0,4
2,ARAD,"CĂMINUL CULTURAL POIENARI",287,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:47:15",129,80,72,6,2,80,0,145,65,44,25,1,0,1,6,2,0,0,0,1
2,ARAD,"CĂMINUL CULTURAL TISA",288,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:50:07",132,98,68,28,2,96,2,145,47,36,33,2,0,0,20,0,0,0,0,5
2,ARAD,"CĂMIN CULTURAL ŢĂRMURE",289,HĂLMAGIU,11058,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:54:44",248,163,129,31,3,160,3,270,107,64,48,5,0,0,36,0,0,0,2,5
2,ARAD,"PRIMĂRIA COMUNEI HĂLMĂGEL",290,HĂLMĂGEL,11174,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:50:21",440,239,199,40,0,238,1,480,241,129,49,5,1,0,44,1,0,1,1,7
2,ARAD,"ŞCOALA PRIMARĂ LUNCŞOARA",291,HĂLMĂGEL,11174,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:54:31",260,122,97,25,0,121,1,280,158,61,22,2,1,0,32,0,2,0,1,0
2,ARAD,"CĂMINUL CULTURAL SÂRBI",292,HĂLMĂGEL,11174,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:27:08",70,56,38,18,0,55,1,80,24,25,18,2,0,0,4,0,0,0,0,6
2,ARAD,"ŞCOALA PRIMARĂ TÂRNĂVIŢA",293,HĂLMĂGEL,11174,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:36:05",96,84,59,25,0,84,0,105,21,40,11,1,1,0,21,2,0,1,0,7
2,ARAD,"ȘCOALA GENERALĂ I-VIII HĂȘMAȘ",294,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:28:00",321,207,167,37,3,204,3,350,143,77,78,4,0,0,36,0,0,1,0,8
2,ARAD,"CĂMINUL CULTURAL AGRIŞU MIC",295,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:41:11",159,105,79,26,0,103,2,175,70,61,27,2,0,2,8,0,0,0,0,3
2,ARAD,"CENTRU DE ZI PENTRU PREVENIREA SEPARARII COPILULUI DE FAMILIA SA",296,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:39:02",186,119,90,27,2,113,6,205,86,45,31,4,0,1,19,1,0,1,1,10
2,ARAD,"CĂMINUL CULTURAL CLIT",297,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:33:41",56,45,27,18,0,45,0,65,20,18,17,0,0,0,8,0,0,0,1,1
2,ARAD,"CĂMINUL CULTURAL COMĂNEŞTI",298,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:42:38",82,71,51,12,8,69,2,90,19,22,27,1,0,0,10,0,0,0,1,8
2,ARAD,"CĂMINUL CULTURAL URVIŞU DE BELIU",299,HĂŞMAŞ,11236,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:26:43",174,100,84,16,0,98,2,190,90,65,14,4,5,0,6,0,0,0,1,3
2,ARAD,"CĂMINUL CULTURAL IGNEŞTI",300,IGNEŞTI,11307,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:37:50",217,137,112,25,0,131,6,240,103,54,30,2,1,1,32,1,0,0,0,10
2,ARAD,"CLĂDIREA FOSTEI ȘCOLI PRIMARE MINEAD",301,IGNEŞTI,11307,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:23:43",71,56,38,17,1,56,0,80,24,19,27,4,0,2,2,0,0,0,1,1
2,ARAD,"CĂMINUL CULTURAL NĂDĂLBEȘTI",302,IGNEŞTI,11307,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:34:32",112,53,36,17,0,53,0,125,72,38,10,1,1,0,2,0,0,0,0,1
2,ARAD,"CĂMIN CULTURAL",303,IGNEŞTI,11307,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:32:25",174,90,73,17,0,89,1,190,100,52,20,2,1,0,7,1,1,0,0,5
2,ARAD,"CONSILIUL LOCAL IRATOŞU",304,IRATOŞU,11352,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:50:40",1626,618,535,83,0,611,7,1780,1162,282,180,11,0,4,53,1,1,2,1,76
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MARE",305,IRATOŞU,11352,2,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 23:58:11",421,179,131,29,19,178,1,460,281,89,43,7,0,1,19,2,1,0,0,16
2,ARAD,"ŞCOALA GIMNAZIALĂ VARIAŞU MIC",306,IRATOŞU,11352,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:21:14",98,55,35,20,0,55,0,110,55,30,9,3,1,1,6,0,0,0,0,5
2,ARAD,"ŞCOALA GIMNAZIALĂ LIVADA",307,LIVADA,9333,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:21:43",1357,672,602,69,1,663,9,1480,808,325,105,19,9,2,73,1,2,3,10,114
2,ARAD,"CAMINUL CULTURAL LIVADA",308,LIVADA,9333,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:25:33",753,472,406,66,0,462,10,820,348,190,72,16,13,2,31,0,4,1,4,129
2,ARAD,"ŞCOALA GIMNAZIALĂ SÂNLEANI",309,LIVADA,9333,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:14:00",1490,718,645,69,4,708,10,1630,912,301,108,10,4,5,88,1,0,2,7,182
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",310,MACEA,11398,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:08:31",1865,764,704,59,1,755,9,2040,1276,417,135,14,2,4,87,1,1,4,5,85
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",311,MACEA,11398,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:33:38",1883,731,670,58,3,722,9,2070,1339,432,107,8,3,7,83,2,1,1,3,75
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",312,MACEA,11398,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:56:05",1129,295,264,31,0,293,2,1240,945,206,28,3,1,1,31,1,0,0,1,21
2,ARAD,"ŞCOALA GIMNAZIALĂ PAVEL COVACI MACEA",313,MACEA,11398,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:06:36",1035,285,257,28,0,281,4,1140,855,208,23,1,1,1,28,0,1,0,1,17
2,ARAD,"CĂMINUL CULTURAL MIȘCA",314,MIŞCA,11423,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:58:11",1002,388,339,49,0,384,4,1100,712,263,57,9,0,1,35,1,0,0,1,17
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL SATU NOU",315,MIŞCA,11423,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:02:14",703,259,222,27,10,258,1,770,511,64,143,9,0,1,10,1,1,0,1,28
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL VÂNĂTORI",316,MIŞCA,11423,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:35:28",1042,352,322,30,0,332,20,1140,788,205,85,10,2,2,12,4,2,1,3,6
2,ARAD,"ŞCOALA PRIMARĂ DIN SATUL ZERINDU MIC",317,MIŞCA,11423,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:48:14",153,86,68,18,0,82,4,170,84,18,51,2,0,0,5,0,0,2,0,4
2,ARAD,"ȘCOALA GIMNAZIALĂ „GHEORGHE GROZA”",318,MONEASA,11478,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:09:52",542,506,254,243,9,501,5,790,284,173,167,7,4,6,64,1,0,1,4,74
2,ARAD,"FOSTA ŞCOALĂ RĂNUŞA",319,MONEASA,11478,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:52:59",199,121,97,22,2,120,1,220,99,37,40,2,1,3,25,0,0,0,0,12
2,ARAD,"PRIMĂRIA COMUNEI OLARI",320,OLARI,11502,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:01:57",1255,452,411,31,10,444,8,1370,918,243,140,6,1,0,20,0,0,0,0,34
2,ARAD,"ŞCOALA PRIMARĂ SINTEA MICĂ",321,OLARI,11502,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:17:41",319,151,115,36,0,150,1,350,199,102,15,3,0,1,7,0,0,0,0,22
2,ARAD,"CĂMIN CULTURAL PĂULIŞ",322,PĂULIŞ,11539,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:18:02",1506,757,656,101,0,746,11,1650,893,441,101,19,2,6,74,2,1,1,7,92
2,ARAD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ BARAŢCA",323,PĂULIŞ,11539,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:40:04",211,101,78,23,0,100,1,230,129,52,18,2,1,0,11,1,1,0,2,12
2,ARAD,"CĂMINUL CULTURAL CLADOVA",324,PĂULIŞ,11539,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:38:27",228,145,103,42,0,145,0,250,105,91,18,1,0,0,17,0,1,0,1,16
2,ARAD,"CĂMIN CULTURAL SÂMBĂTENI",325,PĂULIŞ,11539,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 23:34:50",1691,786,701,85,0,778,8,1850,1064,522,80,10,4,2,66,0,2,2,10,80
2,ARAD,"PRIMĂRIA COMUNEI PEREGU MARE",326,"PEREGU MARE",11637,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:14:13",740,275,237,38,0,271,4,810,535,140,47,9,0,2,37,0,0,0,3,33
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATUL PEREGU MIC",327,"PEREGU MARE",11637,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:33:22",767,322,294,24,4,310,12,840,518,83,180,10,0,0,25,0,0,1,0,11
2,ARAD,"PRIMĂRIA PETRIŞ",328,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:06:40",387,207,157,47,3,203,4,420,213,93,50,5,0,1,35,1,0,0,0,18
2,ARAD,"CĂMINUL CULTURAL CORBEŞTI",329,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:41:38",145,85,58,25,2,84,1,160,75,35,33,2,0,0,6,0,1,0,0,7
2,ARAD,"CĂMINUL CULTURAL ILTEU",330,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:42:47",173,140,80,60,0,140,0,190,50,69,27,6,0,4,16,1,0,0,0,17
2,ARAD,"CĂMINUL CULTURAL OBÂRŞIA",331,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:51:37",77,55,39,16,0,55,0,90,35,22,21,1,0,0,4,0,0,0,0,7
2,ARAD,"CĂMINUL CULTURAL ROŞIA NOUĂ",332,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:49:31",205,115,97,18,0,111,4,230,115,36,34,2,2,0,27,0,0,0,4,6
2,ARAD,"CĂMINUL CULTURAL SELIŞTE",333,PETRIŞ,11664,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:36:01",91,67,44,21,2,67,0,100,33,27,13,3,0,0,19,0,0,0,0,5
2,ARAD,"PRIMĂRIA COMUNEI PILU",334,PILU,11735,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:23:39",895,362,323,39,0,357,5,990,628,171,123,5,0,0,33,1,0,0,1,23
2,ARAD,"ŞCOALA GIMNAZIALĂ VĂRȘAND",335,PILU,11735,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:33:39",816,347,305,42,0,339,8,1100,753,184,85,8,2,0,20,0,1,0,2,37
2,ARAD,"PRIMĂRIA COMUNEI PLEŞCUŢA",336,PLEŞCUŢA,11762,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:24:55",204,125,94,31,0,125,0,225,100,52,39,2,0,0,21,1,1,2,0,7
2,ARAD,"CĂMINUL CULTURAL ACIUŢA",337,PLEŞCUŢA,11762,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:30:09",168,79,59,20,0,78,1,185,106,40,10,6,0,1,17,2,0,0,0,2
2,ARAD,"CĂMINUL CULTURAL GURA VĂII",338,PLEŞCUŢA,11762,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:41:11",219,115,97,18,0,113,2,240,125,58,33,3,0,1,11,1,0,0,0,6
2,ARAD,"CĂMINUL CULTURAL TĂLAGIU",339,PLEŞCUŢA,11762,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:25:39",286,131,104,27,0,131,0,310,179,69,20,4,1,0,28,0,0,0,0,9
2,ARAD,"CĂMINUL CULTURAL SĂVÂRȘIN",340,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 23:11:11",1267,734,572,153,9,723,11,1380,646,345,138,11,5,5,111,3,2,0,34,69
2,ARAD,"ŞCOALA PRIMARĂ CĂPRIOARA",341,SĂVÂRŞIN,11842,2,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-05 02:32:29",220,136,78,53,5,132,4,240,104,57,24,1,0,1,39,0,0,1,1,8
2,ARAD,"ŞCOALA PRIMARĂ PÂRNEŞTI",342,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:30:50",128,93,78,15,0,93,0,140,47,51,23,3,0,0,15,0,0,0,0,1
2,ARAD,"CĂMINUL CULTURAL TEMEŞEŞTI",343,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:27:50",100,88,59,28,1,87,1,110,22,52,19,2,0,0,7,0,0,1,1,5
2,ARAD,"CĂMINUL CULTURAL TOC",344,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:08:44",335,181,143,35,3,179,2,370,189,68,55,2,2,1,30,0,0,0,1,20
2,ARAD,"CĂMINUL CULTURAL TROAȘ",345,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:49:17",132,63,44,19,0,63,0,145,82,31,18,1,0,0,6,0,0,0,0,7
2,ARAD,"CĂMIN CULTURAL VALEA MARE",346,SĂVÂRŞIN,11842,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:19:54",171,108,77,27,4,105,3,190,82,52,18,2,1,0,21,0,0,0,3,8
2,ARAD,"PRIMĂRIA COMUNEI SECUSIGIU",347,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:59:55",878,316,284,32,0,314,2,970,654,207,42,3,0,1,34,0,0,0,2,25
2,ARAD,"ȘCOALA GIMNAZIALĂ SECUSIGIU",348,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:52:11",934,317,286,31,0,314,3,1020,703,232,18,10,2,2,30,0,0,1,2,17
2,ARAD,"CĂMINUL CULTURAL MUNAR",349,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:39:44",422,182,161,21,0,181,1,460,278,105,16,4,0,4,35,2,0,0,1,14
2,ARAD,"CLĂDIREA PRIMĂRIEI DIN SATU MARE",350,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:45:08",798,289,235,54,0,288,1,880,591,193,31,1,2,0,47,1,0,0,3,10
2,ARAD,"REMIZA P.S.I SÎNPETRU GERMAN",351,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:56:47",838,244,225,19,0,238,6,920,676,147,22,11,1,1,25,1,2,0,3,25
2,ARAD,"ȘCOALA GIMNAZIALĂ SÎNPETRU GERMAN",352,SECUSIGIU,11940,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:54:09",880,270,255,15,0,264,6,960,690,191,14,5,1,3,24,2,2,0,1,21
2,ARAD,"PRIMĂRIA COMUNEI SELEUŞ",353,SELEUŞ,11995,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:16:52",1459,682,625,57,0,675,7,1600,918,385,152,6,8,3,76,1,1,0,6,37
2,ARAD,"ŞCOALA PRIMARĂ IERMATA",354,SELEUŞ,11995,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:52:51",319,183,157,26,0,181,2,350,167,110,31,2,2,2,22,0,0,0,2,10
2,ARAD,"CĂMINUL CULTURAL MORODA",355,SELEUŞ,11995,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:49:36",575,270,236,34,0,266,4,630,360,157,54,4,5,3,24,1,0,0,2,16
2,ARAD,"ȘCOALA GIMNAZIALĂ „DR. IOAN DANICICO”",356,SEMLAC,12037,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:30:17",1742,662,598,64,0,648,14,1910,1248,389,90,16,5,5,62,1,2,1,2,75
2,ARAD,"ȘCOALA GIMNAZIALĂ ”DR. IOAN DANICICO”",357,SEMLAC,12037,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:04:50",1633,607,550,55,2,594,13,1790,1183,369,88,11,6,1,51,0,0,0,0,68
2,ARAD,"CLUBUL TINERETULUI",358,"SINTEA MARE",12055,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:00:13",1008,464,397,67,0,455,9,1100,636,288,68,8,2,2,47,1,3,1,0,35
2,ARAD,"CĂMINUL CULTURAL ADEA",359,"SINTEA MARE",12055,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:46:45",830,275,251,24,0,268,7,910,635,103,108,2,0,3,35,2,1,1,0,13
2,ARAD,"CĂMINUL CULTURAL ŢIPAR I",360,"SINTEA MARE",12055,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:19:05",1115,476,445,31,0,465,11,1220,744,264,143,4,0,2,25,1,2,0,0,24
2,ARAD,"PRIMĂRIA COMUNEI SOCODOR",361,SOCODOR,12126,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:09:18",906,476,409,40,27,469,7,990,514,208,160,8,2,4,48,4,1,0,1,33
2,ARAD,"CĂMINUL CULTURAL SOCODOR",362,SOCODOR,12126,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:31:35",938,477,411,26,40,466,11,1030,553,226,133,8,1,2,63,1,1,1,4,26
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",363,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:43:36",1104,504,439,52,13,495,9,1210,706,247,106,16,1,3,54,1,0,1,4,62
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",364,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:44:04",700,370,320,39,11,366,4,760,390,205,63,6,1,0,22,0,0,1,3,65
2,ARAD,"ŞCOALA GENERALĂ",365,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:38:42",606,286,224,41,21,285,1,660,374,152,45,8,1,4,31,1,1,0,3,39
2,ARAD,"ŞCOALA GENERALĂ",366,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:33:16",369,166,135,31,0,162,4,410,244,100,28,6,1,2,12,0,1,0,0,12
2,ARAD,"ŞCOALA GIMNAZIALĂ",367,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:42:09",481,235,208,27,0,225,10,520,285,107,66,5,2,0,24,1,1,2,1,16
2,ARAD,"CĂMINUL CULTURAL HUNEDOARA TIMIȘANĂ",368,ŞAGU,12144,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:33:18",166,98,65,31,2,97,1,180,82,51,23,3,1,2,10,0,0,1,0,6
2,ARAD,"PRIMĂRIA COMUNEI ȘEITIN",369,ŞEITIN,12206,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:20:18",1200,485,440,44,1,477,8,1310,825,288,80,8,1,2,53,3,0,1,3,38
2,ARAD,"ȘCOALA GIMNAZIALĂ „ȘTEFAN BOZIAN” ȘEITIN",370,ŞEITIN,12206,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:20:34",1258,488,448,40,0,478,10,1380,892,298,70,7,6,3,49,1,2,0,1,41
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",371,ŞEPREUŞ,12224,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:02:09",1020,383,331,40,12,380,3,1120,737,200,103,9,0,2,50,1,1,1,1,12
2,ARAD,"ŞCOALA GIMNAZIALĂ ”MIHAI VELICIU”",372,ŞEPREUŞ,12224,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 22:13:37",1177,357,321,28,8,355,2,1280,923,235,62,7,0,0,33,1,1,0,0,16
2,ARAD,"CĂMINUL CULTURAL ȘICULA",373,ŞICULA,12242,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:59:28",878,427,379,48,0,423,4,960,533,256,47,6,5,0,69,1,0,0,3,36
2,ARAD,"ȘCOALA GIMNAZIALĂ ȘICULA",374,ŞICULA,12242,1,PART,PRCNCT,PRSD,PRSD_SV,"2025-05-04 21:58:03",868,349,325,24,0,344,5,950,601,221,51,4,3,0,34,1,0,0,3,27
